delivery_date,sku_id,total_qty,Date,Open,High,Low,Close
4/1/2021,BK-1216,121,4/1/2021,2846.199951,2861.209961,2836.25,2858.899902
5/1/2021,BK-1216,75,5/1/2021,2842.060059,2859.679932,2832.040039,2859.679932
6/1/2021,BK-1216,79,6/1/2021,2858.530029,2865.040039,2852.320068,2863.01001
7/1/2021,BK-1216,68,7/1/2021,2892.330078,2912.699951,2884.179932,2906.969971
8/1/2021,BK-1216,72,8/1/2021,2935.179932,2993.189941,2933.709961,2993.189941
9/1/2021,BK-1216,139,0,0,0,0,0
10/1/2021,BK-1216,0,0,0,0,0,0
11/1/2021,BK-1216,116,11/1/2021,2983.5,2993.159912,2971.929932,2983.899902
12/1/2021,BK-1216,34,12/1/2021,2975.149902,2983.659912,2968.899902,2977.169922
13/1/2021,BK-1216,0,13/1/2021,2982.159912,2994.790039,2977.51001,2977.51001
14/1/2021,BK-1216,0,14/1/2021,2982,3001.340088,2979.379883,3000
15/1/2021,BK-1216,0,15/1/2021,2995.850098,3012.530029,2991.76001,3004.870117
16/1/2021,BK-1216,0,0,0,0,0,0
17/1/2021,BK-1216,2,0,0,0,0,0
18/1/2021,BK-1216,116,18/1/2021,2995.72998,2990.399902,2990.399902,2990.399902
19/1/2021,BK-1216,81,19/1/2021,2996.639893,3007.98999,2990.929932,2995.919922
20/1/2021,BK-1216,92,20/1/2021,2995.699951,3001.139893,2985.709961,2998.77002
21/1/2021,BK-1216,65,21/1/2021,3004.159912,3017.149902,2997.689941,3017.149902
22/1/2021,BK-1216,65,22/1/2021,3009.02002,3009.129883,2981.179932,2991.530029
23/1/2021,BK-1216,167,0,0,0,0,0
24/1/2021,BK-1216,2,0,0,0,0,0
25/1/2021,BK-1216,115,25/1/2021,2998.040039,3004.969971,2971.070068,2973.649902
26/1/2021,BK-1216,73,26/1/2021,2967.629883,2968.97998,2935.649902,2945.52002
27/1/2021,BK-1216,96,27/1/2021,2952.469971,2967.780029,2948.709961,2958.629883
28/1/2021,BK-1216,78,28/1/2021,2924.47998,2930.75,2911.75,2920.300049
29/1/2021,BK-1216,72,29/1/2021,2941.580078,2950.75,2887.199951,2902.52002
30/1/2021,BK-1216,167,0,0,0,0,0
31/1/2021,BK-1216,1,0,0,0,0,0
1/2/2021,BK-1216,110,1/2/2021,2888.75,2901.780029,2873.77002,2896.320068
2/2/2021,BK-1216,72,2/2/2021,2906.199951,2918.850098,2902.01001,2917.290039
3/2/2021,BK-1216,85,3/2/2021,2932.719971,2939.350098,2927.050049,2927.469971
4/2/2021,BK-1216,80,4/2/2021,2933.080078,2936.590088,2884.73999,2905.580078
5/2/2021,BK-1216,75,5/2/2021,2916.060059,2917.590088,2903.370117,2907.110107
6/2/2021,BK-1216,159,0,0,0,0,0
7/2/2021,BK-1216,2,0,0,0,0,0
8/2/2021,BK-1216,111,8/2/2021,2909.800049,2938.149902,2908.179932,2931.399902
9/2/2021,BK-1216,74,9/2/2021,2946.199951,2959.659912,2924.800049,2935.27002
10/2/2021,BK-1216,101,10/2/2021,2936.100098,2938.209961,2919.97998,2925.840088
11/2/2021,BK-1216,99,11/2/2021,2915.97998,2926.340088,2914.899902,2925.47998
12/2/2021,BK-1216,93,0,0,0,0,0
13/2/2021,BK-1216,209,0,0,0,0,0
14/2/2021,BK-1216,3,0,0,0,0,0
15/2/2021,BK-1216,103,15/2/2021,2929.939941,2946.219971,2929.060059,2931.52002
16/2/2021,BK-1216,51,16/2/2021,2935.580078,2945.290039,2932.199951,2935.340088
17/2/2021,BK-1216,72,17/2/2021,2913.810059,2928.25,2909.540039,2920.429932
18/2/2021,BK-1216,56,18/2/2021,2917.929932,2921.709961,2901.090088,2908.850098
19/2/2021,BK-1216,70,19/2/2021,2896.909912,2880.639893,2880.639893,2880.639893
20/2/2021,BK-1216,159,0,0,0,0,0
21/2/2021,BK-1216,0,0,0,0,0,0
22/2/2021,BK-1216,101,22/2/2021,2888.290039,2897.530029,2876.889893,2881.209961
23/2/2021,BK-1216,51,23/2/2021,2879.639893,2905.219971,2875.899902,2890.699951
24/2/2021,BK-1216,65,24/2/2021,2897.719971,2935.76001,2896.570068,2924.580078
25/2/2021,BK-1216,68,25/2/2021,2951.030029,2976.360107,2949.620117,2973.540039
26/2/2021,BK-1216,51,26/2/2021,2923.22998,2951.290039,2921.100098,2949.040039
27/2/2021,BK-1216,161,0,0,0,0,0
28/2/2021,BK-1216,1,0,0,0,0,0
1/3/2021,BK-1216,125,1/3/2021,2948.689941,2981.5,2948.639893,2973
2/3/2021,BK-1216,66,2/3/2021,2989.800049,3000.060059,2970.919922,2973.870117
3/3/2021,BK-1216,89,3/3/2021,2991.120117,3000.439941,2980.679932,3000.370117
4/3/2021,BK-1216,79,4/3/2021,2987.659912,3015.870117,2981.340088,3014.780029
5/3/2021,BK-1216,93,5/3/2021,3005.899902,3028.439941,2992.22998,3013.850098
6/3/2021,BK-1216,183,0,0,0,0,0
7/3/2021,BK-1216,2,0,0,0,0,0
8/3/2021,BK-1216,111,8/3/2021,3075.159912,3079.97998,3060.580078,3071.159912
9/3/2021,BK-1216,87,9/3/2021,3091.790039,3116.310059,3091.790039,3108.530029
10/3/2021,BK-1216,79,10/3/2021,3106.939941,3108.290039,3072.530029,3079.719971
11/3/2021,BK-1216,76,11/3/2021,3086.73999,3113.929932,3082.159912,3106.01001
12/3/2021,BK-1216,89,12/3/2021,3112.570068,3115.25,3089.439941,3095.219971
13/3/2021,BK-1216,175,0,0,0,0,0
14/3/2021,BK-1216,3,0,0,0,0,0
15/3/2021,BK-1216,114,15/3/2021,3109.320068,3118.909912,3097.01001,3106
16/3/2021,BK-1216,69,16/3/2021,3111.810059,3105.51001,3105.51001,3105.51001
17/3/2021,BK-1216,95,17/3/2021,3102.780029,3109.649902,3109.649902,3109.649902
18/3/2021,BK-1216,83,18/3/2021,3132.100098,3147.669922,3130.649902,3137.659912
19/3/2021,BK-1216,83,19/3/2021,3131.73999,3148.97998,3127.840088,3134.540039
20/3/2021,BK-1216,179,0,0,0,0,0
21/3/2021,BK-1216,2,0,0,0,0,0
22/3/2021,BK-1216,117,22/3/2021,3130.689941,3149.01001,3123.959961,3128.080078
23/3/2021,BK-1216,69,23/3/2021,3124.409912,3148.48999,3120.919922,3131.73999
24/3/2021,BK-1216,88,24/3/2021,3127.120117,3136.919922,3121.600098,3133.310059
25/3/2021,BK-1216,83,25/3/2021,3120.580078,3141.709961,3141.709961,3141.709961
26/3/2021,BK-1216,86,26/3/2021,3152.290039,3157.949951,3157.949951,3157.949951
27/3/2021,BK-1216,159,0,0,0,0,0
28/3/2021,BK-1216,2,0,0,0,0,0
29/3/2021,BK-1216,113,29/3/2021,3165.97998,3183.929932,3160.879883,3175.570068
30/3/2021,BK-1216,62,30/3/2021,3201.629883,3204.23999,3187.919922,3190.889893
31/3/2021,BK-1216,77,31/3/2021,3200.350098,3200.48999,3165.340088,3165.340088
1/4/2021,BK-1216,104,1/4/2021,3187.169922,3188.449951,3170.219971,3181.679932
2/4/2021,BK-1216,105,0,0,0,0,0
3/4/2021,BK-1216,192,0,0,0,0,0
4/4/2021,BK-1216,7,0,0,0,0,0
5/4/2021,BK-1216,118,5/4/2021,3205.909912,3212.48999,3203.649902,3209.73999
6/4/2021,BK-1216,63,6/4/2021,3219.679932,3207.629883,3207.629883,3207.629883
7/4/2021,BK-1216,90,7/4/2021,3215.219971,3195.76001,3195.76001,3195.76001
8/4/2021,BK-1216,92,8/4/2021,3186.399902,3201.830078,3184.540039,3186.399902
9/4/2021,BK-1216,81,9/4/2021,3189.800049,3184.540039,3184.540039,3184.540039
10/4/2021,BK-1216,197,0,0,0,0,0
11/4/2021,BK-1216,6,0,0,0,0,0
12/4/2021,BK-1216,141,12/4/2021,3175.72998,3182.300049,3160.76001,3173.929932
13/4/2021,BK-1216,71,13/4/2021,3187.899902,3192.610107,3174.310059,3187.899902
14/4/2021,BK-1216,78,14/4/2021,3188.409912,3179.389893,3179.389893,3179.389893
15/4/2021,BK-1216,68,15/4/2021,3189.159912,3189.709961,3176.080078,3184.77002
16/4/2021,BK-1216,74,16/4/2021,3184.649902,3203.560059,3184.310059,3201.76001
17/4/2021,BK-1216,146,0,0,0,0,0
18/4/2021,BK-1216,5,0,0,0,0,0
19/4/2021,BK-1216,93,19/4/2021,3209.719971,3214.929932,3200.719971,3209.719971
20/4/2021,BK-1216,79,20/4/2021,3207.98999,3211,3187.399902,3192.169922
21/4/2021,BK-1216,87,21/4/2021,3163.47998,3172.870117,3145.280029,3155.060059
22/4/2021,BK-1216,92,22/4/2021,3171.780029,3187.780029,3187.780029,3187.780029
23/4/2021,BK-1216,88,23/4/2021,3172.679932,3194.040039,3194.040039,3194.040039
24/4/2021,BK-1216,184,0,0,0,0,0
25/4/2021,BK-1216,3,0,0,0,0,0
26/4/2021,BK-1216,118,26/4/2021,3187.719971,3211.540039,3183.370117,3204.899902
27/4/2021,BK-1216,66,27/4/2021,3203.659912,3219.97998,3200.620117,3214.429932
28/4/2021,BK-1216,86,28/4/2021,3219.560059,3220.27002,3205.5,3219.560059
29/4/2021,BK-1216,86,29/4/2021,3221.580078,3235.719971,3218.070068,3221.580078
30/4/2021,BK-1216,72,30/4/2021,3218.899902,3218.27002,3218.27002,3218.27002
1/5/2021,BK-1216,217,0,0,0,0,0
2/5/2021,BK-1216,2,0,0,0,0,0
3/5/2021,BK-1216,126,3/5/2021,3221.790039,3221.939941,3165.77002,3184.76001
4/5/2021,BK-1216,69,4/5/2021,3183.080078,3186,3168.560059,3179.129883
5/5/2021,BK-1216,81,5/5/2021,3157.199951,3153.590088,3153.590088,3153.590088
6/5/2021,BK-1216,73,6/5/2021,3173,3178.23999,3157.879883,3173
7/5/2021,BK-1216,90,7/5/2021,3177.98999,3204.399902,3173.209961,3200.26001
8/5/2021,BK-1216,178,0,0,0,0,0
9/5/2021,BK-1216,2,0,0,0,0,0
10/5/2021,BK-1216,115,10/5/2021,3203.850098,3206.23999,3177.600098,3182.409912
11/5/2021,BK-1216,78,11/5/2021,3144.27002,3166.590088,3137.459961,3144.27002
12/5/2021,BK-1216,102,12/5/2021,3126.5,3142.600098,3115.75,3123.26001
13/5/2021,BK-1216,115,0,0,0,0,0
14/5/2021,BK-1216,95,14/5/2021,3105.73999,3121.26001,3023.949951,3055.02002
15/5/2021,BK-1216,164,0,0,0,0,0
16/5/2021,BK-1216,3,0,0,0,0,0
17/5/2021,BK-1216,96,17/5/2021,3079.689941,3087.199951,3027.379883,3079.689941
18/5/2021,BK-1216,96,18/5/2021,3100.899902,3142.629883,3142.629883,3142.629883
19/5/2021,BK-1216,80,19/5/2021,3124.949951,3133.120117,3100.949951,3104.209961
20/5/2021,BK-1216,71,20/5/2021,3114.419922,3109.810059,3109.810059,3109.810059
21/5/2021,BK-1216,88,21/5/2021,3126.75,3117.889893,3117.889893,3117.889893
22/5/2021,BK-1216,207,0,0,0,0,0
23/5/2021,BK-1216,1,0,0,0,0,0
24/5/2021,BK-1216,122,24/5/2021,3132.209961,3123.610107,3123.610107,3123.610107
25/5/2021,BK-1216,78,25/5/2021,3132.27002,3149.389893,3132.219971,3146.090088
26/5/2021,BK-1216,103,0,0,0,0,0
27/5/2021,BK-1216,99,27/5/2021,3139.929932,3171.719971,3135.370117,3164.820068
28/5/2021,BK-1216,92,28/5/2021,3183.570068,3178.550049,3178.550049,3178.550049
29/5/2021,BK-1216,169,0,0,0,0,0
30/5/2021,BK-1216,5,0,0,0,0,0
31/5/2021,BK-1216,100,31/5/2021,3184.530029,3193.610107,3157.399902,3164.280029
1/6/2021,BK-1216,100,1/6/2021,3176.709961,3188,3162.649902,3187.22998
2/6/2021,BK-1216,82,2/6/2021,3183.340088,3186.97998,3153.830078,3161.040039
3/6/2021,BK-1216,102,3/6/2021,3168.800049,3177.100098,3159.600098,3165
4/6/2021,BK-1216,87,4/6/2021,3151.040039,3171.449951,3145.790039,3151.040039
5/6/2021,BK-1216,173,0,0,0,0,0
6/6/2021,BK-1216,1,0,0,0,0,0
7/6/2021,BK-1216,116,7/6/2021,3169.689941,3179.780029,3165.76001,3175.810059
8/6/2021,BK-1216,73,8/6/2021,3177.320068,3181.360107,3157.320068,3167.139893
9/6/2021,BK-1216,62,9/6/2021,3167.01001,3169.080078,3153.469971,3153.469971
10/6/2021,BK-1216,67,10/6/2021,3157.419922,3162.5,3162.5,3162.5
11/6/2021,BK-1216,59,11/6/2021,3157.969971,3172.570068,3155.159912,3157.969971
12/6/2021,BK-1216,149,0,0,0,0,0
13/6/2021,BK-1216,1,0,0,0,0,0
14/6/2021,BK-1216,103,14/6/2021,3153.139893,3160.350098,3149.939941,3153.139893
15/6/2021,BK-1216,56,15/6/2021,3174.870117,3182.75,3159.199951,3174.870117
16/6/2021,BK-1216,63,16/6/2021,3173.719971,3174.790039,3139.570068,3139.570068
17/6/2021,BK-1216,73,17/6/2021,3128.610107,3138.310059,3138.310059,3138.310059
18/6/2021,BK-1216,83,18/6/2021,3129.340088,3144.159912,3125.669922,3144.159912
19/6/2021,BK-1216,172,0,0,0,0,0
20/6/2021,BK-1216,1,0,0,0,0,0
21/6/2021,BK-1216,124,21/6/2021,3113.449951,3117.870117,3117.870117,3117.870117
22/6/2021,BK-1216,82,22/6/2021,3125.709961,3109.199951,3109.199951,3109.199951
23/6/2021,BK-1216,85,23/6/2021,3116.709961,3118.620117,3118.620117,3118.620117
24/6/2021,BK-1216,67,24/6/2021,3119.909912,3119.620117,3119.620117,3119.620117
25/6/2021,BK-1216,77,25/6/2021,3128.800049,3121.600098,3121.600098,3121.600098
26/6/2021,BK-1216,173,0,0,0,0,0
27/6/2021,BK-1216,8,0,0,0,0,0
28/6/2021,BK-1216,95,28/6/2021,3133.870117,3126.879883,3126.879883,3126.879883
29/6/2021,BK-1216,63,29/6/2021,3120.439941,3089.48999,3089.48999,3089.48999
30/6/2021,BK-1216,68,30/6/2021,3101.5,3130.459961,3130.459961,3130.459961
1/7/2021,BK-1216,89,1/7/2021,3124.189941,3147.879883,3123.47998,3124.189941
2/7/2021,BK-1216,85,2/7/2021,3139.550049,3128.949951,3128.949951,3128.949951
3/7/2021,BK-1216,163,0,0,0,0,0
4/7/2021,BK-1216,3,0,0,0,0,0
5/7/2021,BK-1216,96,5/7/2021,3126.620117,3141.02002,3141.02002,3141.02002
6/7/2021,BK-1216,59,6/7/2021,3147.820068,3195.25,3147.77002,3190.590088
7/7/2021,BK-1216,94,7/7/2021,3174.889893,3141.600098,3141.600098,3141.600098
8/7/2021,BK-1216,77,8/7/2021,3140.070068,3107.590088,3107.590088,3107.590088
9/7/2021,BK-1216,86,9/7/2021,3097.560059,3131.399902,3131.399902,3131.399902
10/7/2021,BK-1216,160,0,0,0,0,0
11/7/2021,BK-1216,1,0,0,0,0,0
12/7/2021,BK-1216,100,12/7/2021,3147.139893,3161.209961,3135.189941,3147.139893
13/7/2021,BK-1216,79,13/7/2021,3170.389893,3166.810059,3166.810059,3166.810059
14/7/2021,BK-1216,103,14/7/2021,3165.580078,3153.149902,3153.149902,3153.149902
15/7/2021,BK-1216,77,15/7/2021,3152.129883,3139.97998,3139.97998,3139.97998
16/7/2021,BK-1216,84,16/7/2021,3138.25,3152.300049,3152.300049,3152.300049
17/7/2021,BK-1216,188,0,0,0,0,0
18/7/2021,BK-1216,5,0,0,0,0,0
19/7/2021,BK-1216,137,19/7/2021,3114.76001,3128.080078,3109.280029,3111.199951
20/7/2021,BK-1216,109,0,0,0,0,0
21/7/2021,BK-1216,106,21/7/2021,3124.98999,3119,3119,3119
22/7/2021,BK-1216,69,22/7/2021,3133.050049,3159.26001,3159.26001,3159.26001
23/7/2021,BK-1216,59,23/7/2021,3161.219971,3157.050049,3157.050049,3157.050049
24/7/2021,BK-1216,159,0,0,0,0,0
25/7/2021,BK-1216,6,0,0,0,0,0
26/7/2021,BK-1216,107,26/7/2021,3138.969971,3160.439941,3127.780029,3138.969971
27/7/2021,BK-1216,76,27/7/2021,3149.699951,3138.810059,3138.810059,3138.810059
28/7/2021,BK-1216,90,28/7/2021,3150.870117,3141.75,3141.75,3141.75
29/7/2021,BK-1216,87,29/7/2021,3166.52002,3180.610107,3180.610107,3180.610107
30/7/2021,BK-1216,87,30/7/2021,3169.75,3166.939941,3166.939941,3166.939941
31/7/2021,BK-1216,176,0,0,0,0,0
1/8/2021,BK-1216,11,0,0,0,0,0
2/8/2021,BK-1216,118,2/8/2021,3176.419922,3161.219971,3161.219971,3161.219971
3/8/2021,BK-1216,97,3/8/2021,3149.25,3154.209961,3126.179932,3149.25
4/8/2021,BK-1216,126,4/8/2021,3154.600098,3182.899902,3182.899902,3182.899902
5/8/2021,BK-1216,92,5/8/2021,3186.649902,3175.100098,3175.100098,3175.100098
6/8/2021,BK-1216,101,6/8/2021,3175,3183.120117,3167.48999,3177.179932
7/8/2021,BK-1216,205,0,0,0,0,0
8/8/2021,BK-1216,8,0,0,0,0,0
9/8/2021,BK-1216,161,0,0,0,0,0
10/8/2021,BK-1216,92,10/8/2021,3187.530029,3207.360107,3207.360107,3207.360107
11/8/2021,BK-1216,91,11/8/2021,3204.76001,3180,3180,3180
12/8/2021,BK-1216,73,12/8/2021,3190.22998,3182.800049,3182.800049,3182.800049
13/8/2021,BK-1216,72,13/8/2021,3167.030029,3165.48999,3165.48999,3165.48999
14/8/2021,BK-1216,186,0,0,0,0,0
15/8/2021,BK-1216,3,0,0,0,0,0
16/8/2021,BK-1216,104,16/8/2021,3139.22998,3145.52002,3145.52002,3145.52002
17/8/2021,BK-1216,59,17/8/2021,3138.580078,3118.51001,3118.51001,3118.51001
18/8/2021,BK-1216,83,18/8/2021,3117.280029,3158.25,3116.560059,3131.439941
19/8/2021,BK-1216,71,19/8/2021,3110.379883,3086.969971,3086.969971,3086.969971
20/8/2021,BK-1216,71,20/8/2021,3106.840088,3102.75,3102.75,3102.75
21/8/2021,BK-1216,156,0,0,0,0,0
22/8/2021,BK-1216,2,0,0,0,0,0
23/8/2021,BK-1216,113,23/8/2021,3087.560059,3118.080078,3087.159912,3087.560059
24/8/2021,BK-1216,63,24/8/2021,3105.23999,3107.620117,3107.620117,3107.620117
25/8/2021,BK-1216,74,25/8/2021,3121.360107,3107.48999,3107.48999,3107.48999
26/8/2021,BK-1216,50,26/8/2021,3114.600098,3109.419922,3109.419922,3109.419922
27/8/2021,BK-1216,80,27/8/2021,3089.909912,3080.77002,3080.77002,3080.77002
28/8/2021,BK-1216,173,0,0,0,0,0
29/8/2021,BK-1216,2,0,0,0,0,0
30/8/2021,BK-1216,114,30/8/2021,3092,3102.110107,3102.110107,3102.110107
31/8/2021,BK-1216,63,31/8/2021,3088.22998,3055.050049,3055.050049,3055.050049
1/9/2021,BK-1216,117,1/9/2021,3087.840088,3093.419922,3055.01001,3087.840088
2/9/2021,BK-1216,92,2/9/2021,3093.459961,3088.840088,3088.840088,3088.840088
3/9/2021,BK-1216,85,3/9/2021,3089.939941,3093.620117,3076.030029,3083.850098
4/9/2021,BK-1216,205,0,0,0,0,0
5/9/2021,BK-1216,2,0,0,0,0,0
6/9/2021,BK-1216,135,6/9/2021,3079.149902,3101.080078,3101.080078,3101.080078
7/9/2021,BK-1216,71,7/9/2021,3108.530029,3108.530029,3084.409912,3108.530029
8/9/2021,BK-1216,96,8/9/2021,3092.780029,3068.939941,3068.939941,3068.939941
9/9/2021,BK-1216,81,9/9/2021,3071.699951,3082.679932,3060.050049,3071.699951
10/9/2021,BK-1216,94,10/9/2021,3085.620117,3098.800049,3098.800049,3098.800049
11/9/2021,BK-1216,182,0,0,0,0,0
12/9/2021,BK-1216,2,0,0,0,0,0
13/9/2021,BK-1216,121,13/9/2021,3074.310059,3093.590088,3063.550049,3074.310059
14/9/2021,BK-1216,82,14/9/2021,3087.070068,3080.370117,3080.370117,3080.370117
15/9/2021,BK-1216,90,15/9/2021,3058.610107,3071.219971,3052.780029,3058.610107
16/9/2021,BK-1216,84,16/9/2021,3065.219971,3064.540039,3064.540039,3064.540039
17/9/2021,BK-1216,90,17/9/2021,3071.22998,3071.22998,3054.600098,3071.22998
18/9/2021,BK-1216,165,0,0,0,0,0
19/9/2021,BK-1216,6,0,0,0,0,0
20/9/2021,BK-1216,110,20/9/2021,3041.72998,3075.459961,3038.149902,3041.72998
21/9/2021,BK-1216,81,21/9/2021,3039.959961,3069.560059,3038.040039,3063.199951
22/9/2021,BK-1216,90,22/9/2021,3048.050049,3058.679932,3037.790039,3048.050049
23/9/2021,BK-1216,69,23/9/2021,3076.439941,3092.219971,3057.360107,3076.439941
24/9/2021,BK-1216,72,24/9/2021,3089.320068,3061.350098,3061.350098,3061.350098
25/9/2021,BK-1216,175,0,0,0,0,0
26/9/2021,BK-1216,2,0,0,0,0,0
27/9/2021,BK-1216,123,27/9/2021,3100.300049,3106.550049,3069.320068,3100.300049
28/9/2021,BK-1216,66,28/9/2021,3085.439941,3098.580078,3074.699951,3077.689941
29/9/2021,BK-1216,99,29/9/2021,3080.879883,3074.310059,3074.310059,3074.310059
30/9/2021,BK-1216,68,30/9/2021,3090.320068,3086.699951,3086.699951,3086.699951
1/10/2021,BK-1216,97,1/10/2021,3051.110107,3076.879883,3044.72998,3051.110107
2/10/2021,BK-1216,176,0,0,0,0,0
3/10/2021,BK-1216,10,0,0,0,0,0
4/10/2021,BK-1216,114,4/10/2021,3079.98999,3102.469971,3079.620117,3089.649902
