date,DCC0040180,DCC0040330,DCC0040500,FX00020200,FX00020251,FX00020500,FX00020750,FX00021001,FX00022000,FXC0020180,FXC0020200,GIC0120300,KO00010200,KO00010251,KO00010300,KO00010500,KO00010750,KO00011001,KO00012000,KOC0010180,KOC0010200,KOC0010330,KS00100300,KS00100750,KW00110500,KW00111000,LX00060200,LX00060251,LX00060300,LX00060500,LX00060600,LX00060750,LX00061001,LX00062000,LXC0060180,LXC0060200,MM00181001,MON0330350,MZ00090600,MZ00091200,MZ00091751,SP00030200,SP00030251,SP00030300,SP00030500,SP00030750,SP00031001,SP00032000,SPC0030180,SPC0030200,SSW0100300,STW0110300,TU00050200,TU00050251,TU00050500,TU00050750,TU00051001,TU00052000,TUC0050180,TUC0050200,ZKC0700180,ZKC0700300
2021/4/4,2430,100,2428,360,4805,2576,1476,615,10958,644,516,365,1091,21174,1205,17080,15889,11019,51071,4926,2503,300,186,33,413,24142,1458,17245,1823,10157,126,7916,10717,34996,813,610,1557,27,7198,6159,11400,535,8825,880,5433,560,465,10877,1140,600,100,495,140,15357,2731,4266,2037,5906,3497,652,612,382
2021/4/11,6877,0,8781,525,9445,5591,5821,3559,28958,1073,1369,111,7676,45161,2342,24246,24906,39457,96700,6661,6907,0,33,19008,681,49044,3595,34371,2250,16971,470,20075,18768,78232,1783,1421,1574,1050,14233,9627,18162,1355,9239,1171,9457,10301,26,23862,3128,3483,20,0,430,16793,4377,4152,2546,8743,4150,1796,499,1885
2021/4/18,4571,0,3699,380,4190,5377,3014,3071,24431,776,227,21,18747,31379,1306,24104,22871,36676,117890,5475,3877,0,0,12606,1169,47180,3435,34081,2098,16908,390,16125,19754,63865,1429,346,1138,1240,15842,16993,23151,835,12936,1306,6158,7056,10197,21610,1545,959,59,0,2120,13504,3390,4115,2614,10931,3331,1231,540,770
2021/4/25,1915,0,2186,395,6411,2016,831,2060,11672,179,58,100,11784,24420,5660,11829,13947,26443,84256,3129,2325,0,0,11948,645,42136,2020,21087,2078,11465,0,10855,14722,103280,600,205,684,35,15700,14049,39721,1100,6035,1201,4881,3428,5677,16012,778,330,0,400,1046,14465,1590,1915,1296,10037,3928,752,629,651
2021/5/2,2308,0,1512,36,6502,2265,3074,1576,18083,678,108,68,9441,29875,2466,14016,16213,22741,58020,2698,804,0,0,16091,513,66597,2212,25748,2209,10624,126,12526,12828,46287,955,380,773,12,12113,8410,14494,506,10270,808,3500,4296,3606,14896,942,76,0,8,330,11142,1910,2551,721,5135,786,663,578,1384
2021/5/9,1138,100,1145,40,7267,3625,2726,208,19866,62,182,2,9980,31085,860,12540,20674,18065,51329,944,791,0,0,5953,537,33899,2530,35171,240,12130,0,16762,11837,45952,272,12,5,11,14692,14246,19722,695,9997,104,5975,3418,2317,13894,103,11,0,4,240,13928,3605,2452,914,10429,246,71,260,178
2021/5/16,1891,0,281,0,3587,1928,1587,115,10616,310,21,66,7031,38774,568,15555,21063,15980,36687,1505,1407,0,0,7403,261,8448,570,32449,767,11615,185,16054,10475,26355,540,49,0,424,8179,7206,11932,20,6742,104,3740,3757,2485,7204,415,184,10,8,50,13414,1410,745,715,3499,697,281,1417,1453
2021/5/23,1202,0,3872,70,2067,1027,1238,42,14361,101,112,61,7770,49965,765,15174,23094,27992,50786,2129,1303,0,0,12781,1121,10364,550,39507,212,11694,1568,15058,11615,33820,140,411,0,116,14244,13082,17664,70,17558,63,5360,3604,3894,10635,316,190,0,2,0,13989,2062,1115,2205,5070,1846,656,517,438
2021/5/30,2542,0,3909,70,2887,5362,422,3430,18976,449,11,248,8204,59181,1120,22912,28799,36830,70211,2295,976,0,0,30584,219,13149,690,53899,192,12216,387,17973,21437,44314,168,51,121,389,12523,9896,10064,80,19736,16,5870,4804,3059,9593,745,183,0,0,0,20459,4851,3646,804,3103,1904,80,855,422
2021/6/6,2876,0,1369,157,13456,4516,3366,2824,16542,781,49,70,12094,34053,2630,15496,14487,38545,65317,4115,4165,0,0,14661,584,25652,2335,46918,703,12779,0,11535,18392,45581,1186,362,13,634,14530,11374,19894,330,14852,554,8385,4425,6088,17195,1387,429,0,192,70,33451,6277,5043,3051,6956,4633,1078,1431,3145
2021/6/13,5573,0,4579,690,8713,7075,5007,2344,16458,632,37,3,12893,24297,5393,25161,37695,49049,72815,5126,3260,0,400,4628,773,48595,4547,26708,819,19595,0,25119,25860,56057,1011,145,6118,38,17964,18545,30179,1305,8432,568,9988,7428,8809,17613,1813,272,0,3,1917,16634,5585,5714,730,7483,587,516,2385,1681
2021/6/20,2179,0,3712,1535,12504,5545,2653,126,19075,93,364,105,3215,34241,3032,25308,27385,45233,72241,3951,4427,0,1588,41773,1181,42881,4728,40998,761,13710,0,18349,24995,53082,849,392,1689,172,18250,12492,29546,4395,13399,917,10872,8215,3107,16948,1491,1293,0,10,1715,17356,3957,4250,206,7272,214,869,2259,1246
2021/6/27,317,0,5317,320,9511,5101,3694,0,21302,1393,289,95,26870,33371,2276,26642,28909,51493,88600,2694,4405,20,711,26567,920,94766,4603,34040,43,17894,378,17599,21538,63290,1442,306,5,65,17031,14756,23339,1130,13744,53,12700,7516,9939,12522,1292,891,275,248,970,15864,4284,4071,72,8075,10,705,3189,2191
2021/7/4,0,0,844,1544,14069,5834,758,0,24610,648,699,25,9315,32466,1720,24473,20101,37968,98107,915,3275,0,797,18030,2140,71529,4025,45230,0,21300,0,14070,28462,77656,1348,204,905,127,18932,19246,21608,1040,13896,77,11635,5640,695,24440,1305,1373,220,55,1652,23693,4725,3956,0,7820,1,1060,1532,669
2021/7/11,7776,0,3511,1067,13174,5898,5839,5478,28543,1062,400,508,11921,40188,1904,17907,28731,48989,103339,8893,4127,0,267,24387,1572,67853,513,39004,554,15596,340,19200,26658,83693,1483,607,2705,836,14468,13111,22045,756,19468,0,10609,8757,10246,26584,1323,910,20,569,458,30945,5744,5890,6586,8153,0,1283,671,361
2021/7/18,4506,0,5699,325,912,5785,383,847,23470,963,477,59,5635,39206,1133,35650,18775,50552,80116,2761,7516,200,375,16228,1490,62883,3587,41068,1509,14958,315,12507,15418,75768,986,367,3271,211,18961,25984,18563,800,16612,0,12720,1974,3059,12381,1633,1302,90,24,3695,11184,4811,3242,358,3415,6449,1100,891,2054
2021/7/25,4988,0,4816,140,9462,3090,3572,4897,10660,790,343,92,17395,26786,6941,18765,19036,32590,36957,3603,3499,0,43,20275,1384,89072,3125,35326,1492,15489,454,10100,20518,31387,1417,485,1010,622,7590,7481,10093,630,9054,177,8836,6567,11466,13171,1537,1712,266,25,0,24870,4050,4055,6741,8114,6681,2030,332,1390
2021/8/1,1711,0,577,110,5613,4411,1140,3365,6672,848,385,0,9683,37711,63,22401,15601,36459,28680,4895,3933,150,1118,18572,2813,63126,3027,30183,3392,9735,0,8354,13338,18009,1102,147,422,179,11691,15626,8269,825,11385,4220,10932,4265,8707,8670,1230,1206,25,1,1970,14507,3084,3358,3439,4612,2642,606,835,896
2021/8/8,2450,0,3542,123,13347,4950,3311,2901,10712,390,196,23,9938,36396,0,22078,17135,34681,38516,4667,5858,100,215,18078,1678,45000,1413,45587,2384,12377,270,10225,14901,28487,907,459,758,162,11472,9236,9669,290,12899,1160,11294,4207,11252,11522,1074,1364,1,19,400,36724,4855,4769,6785,8600,4850,898,750,324
2021/8/15,4529,0,4651,475,10491,2790,2268,2500,14164,737,250,23,14760,48160,6565,20101,23810,35156,24118,6208,8465,95,746,19977,1485,64049,970,44296,1866,12036,50,11184,19357,40737,999,400,465,612,6598,4713,8770,2541,15741,856,6338,5537,6787,13592,2039,864,31,66,415,14073,3325,3018,4810,5137,5925,4163,525,3427
2021/8/22,4879,0,4144,218,9780,1435,2237,1530,12386,878,106,350,8378,57198,4954,18184,24939,42160,2379,4043,3890,50,508,16860,1687,61955,2112,44668,1120,11154,604,13915,22629,43215,752,365,973,123,7084,4569,9512,1135,15103,597,3408,4504,5394,12334,3993,2237,11,371,800,21853,3325,2687,2869,5355,2416,4335,968,152
2021/8/29,5368,0,5688,110,8424,1700,2691,1319,11378,631,201,0,10105,45935,533,20292,33394,43920,52173,8207,6690,3020,96,18030,2384,57663,2896,44405,1193,12873,195,16222,17579,36131,1216,207,1108,608,8401,8058,10907,68,18365,715,7528,6837,8507,12635,1178,1626,0,4,3065,28116,3300,4369,5094,7193,6233,1723,468,3186
2021/9/5,2539,0,2651,400,12448,3678,1404,3221,11010,655,1075,0,8845,50685,3315,19688,14581,35751,41700,5438,4436,0,56,10429,731,35712,2394,59192,1600,10614,478,8090,16748,26802,1235,605,452,313,7035,5313,8606,1490,18679,794,7124,3123,5815,9697,3604,652,258,637,2022,32930,3186,2706,5258,5957,1899,1662,259,544
2021/9/12,1198,0,2624,405,10237,2650,2003,2219,9978,931,1080,0,15240,56707,854,19375,18421,42258,2271,4613,5895,1475,24,9072,2083,70694,2245,46063,779,10935,440,9339,14375,25307,982,41,1140,276,7548,6283,10130,914,14572,261,6916,3692,6286,9007,4148,1779,38,36,605,7871,4035,2985,4219,5330,1337,1198,112,109
2021/9/19,2,0,448,125,9552,1670,1922,1517,6758,211,429,0,11218,49705,3325,17447,22579,29432,1734,4371,6086,1144,702,10933,3618,56237,840,33806,845,6670,41,10652,9867,19261,805,354,2584,141,6510,4388,7118,900,16832,1074,5090,3882,4789,6202,1748,1758,0,0,395,4175,2010,1969,3075,4147,434,993,1138,14
2021/9/26,5120,0,4290,560,9997,1565,413,1455,6672,62,184,0,6940,54645,6307,16875,16703,29598,1862,3308,5753,1015,274,11527,2093,49080,5170,23297,742,7805,685,6812,10594,19795,1234,248,531,555,6549,6822,7811,1155,20527,1080,5365,4082,4852,7463,1245,855,20,20,628,8885,3646,2792,3526,4969,2190,474,2451,53
2021/10/3,1738,0,2601,200,3141,1410,236,1063,5733,32,74,720,7445,50766,1824,17635,16432,27711,2554,4929,3902,0,285,11090,1454,37615,480,31608,1489,6935,30,7206,10151,16251,871,225,774,193,4738,3415,5813,670,11519,664,3420,2278,2843,5498,233,1205,37,720,820,15676,1720,1999,2686,3050,4038,791,677,3470
2021/10/10,4836,0,9221,195,7251,1733,1769,1856,12366,51,23,196,8550,45840,3858,19680,20061,34311,2116,6044,8289,684,653,13363,1061,83986,844,38676,964,10335,100,9988,15072,27893,498,188,676,211,3747,3616,3338,879,11241,818,4440,3554,4906,9449,1625,2082,51,5,1459,22295,3345,3174,4873,6763,5165,1897,379,698
2021/10/17,7999,0,5728,140,7311,1371,1879,1075,14874,9,5,352,10000,47978,2007,16429,17782,33455,45947,8864,6285,1160,224,11408,1431,67850,475,31518,676,6564,97,8357,10938,32151,131,82,539,87,1223,3721,961,495,10249,540,4384,2342,4847,11064,1601,1467,270,46,583,12198,2195,2695,2734,5253,2464,1279,49,3474
2021/10/24,608,0,4644,239,4362,600,1141,879,9679,11,1300,425,12130,32213,2738,14215,14873,31609,42292,9639,7166,250,392,1032,1828,47239,303,26339,308,5700,415,6650,6380,20253,78,377,870,303,7210,4568,5065,720,8570,222,2350,3611,2111,7531,1142,1437,72,555,1050,14022,1985,2787,2616,5621,471,900,10,590
2021/10/31,1810,0,3236,165,4472,275,702,308,5296,3,425,132,5293,45031,3126,11432,11503,16492,17500,4319,6554,200,259,912,36,45930,5597,26048,977,3315,80,3037,3666,11821,13,435,355,97,2090,1185,2843,634,7586,25,2750,1562,1251,4401,282,1338,16,44,695,7676,1495,1440,1346,3144,196,640,0,1367
2021/11/7,4093,0,994,13,1655,423,374,132,3365,0,116,0,400,11109,1585,4485,5604,6687,8443,2896,581,5,0,685,3,27640,55,8013,77,975,0,1667,1787,6142,0,100,17,57,1383,1309,802,163,2284,333,585,407,821,2388,69,496,0,0,60,6868,605,1132,1425,2016,5345,89,1376,2699
2021/11/14,6427,0,8169,90,3822,380,839,509,10742,6,547,92,1360,26276,1758,10088,14263,17450,37324,8999,5042,2898,0,1291,253,65781,1220,14495,280,3492,687,4449,3223,17491,6,742,71,145,2567,1960,2434,1020,5237,502,1657,2213,1072,4454,1569,1779,15,119,120,10382,1160,2074,1996,3907,5927,2619,1993,2868
2021/11/21,4028,0,3948,40,3060,465,424,251,9601,5,43,197,3470,23206,1247,7073,8941,9642,27976,5050,5251,0,0,1068,1375,52483,270,14433,107,3072,25,2791,2055,14140,0,266,258,469,1921,1888,988,500,5242,155,1520,1255,990,3672,1511,1343,37,201,180,6825,1465,1601,1208,3743,3393,903,1350,1947
2021/11/28,2236,0,3065,45,1430,240,527,208,8405,0,0,312,4070,32725,2346,4138,11106,11564,31152,3529,3183,100,0,897,630,53106,175,13316,107,2103,191,2696,1550,16770,1,214,81,389,1294,1102,1257,115,4362,68,1630,896,798,5358,1081,1464,210,215,140,6117,1231,545,1117,3369,2448,407,1254,1925
2021/12/5,5020,0,1828,15,1430,200,268,22,9238,614,1850,117,1385,20384,741,7789,7357,6569,28863,3908,4399,1220,637,829,1170,54513,1210,7742,65,2186,0,1324,990,14662,1297,693,2722,114,1147,1311,647,305,3762,90,1345,1077,1273,2714,953,186,14,25,165,7934,953,1317,839,3494,2470,2265,1426,342
2021/12/12,2978,0,3652,665,3270,293,394,104,5141,192,316,93,2715,22312,1765,6987,9584,10138,14090,3703,6381,234,635,1375,588,99747,925,11705,1237,1810,0,691,1320,9526,519,599,219,415,1816,75,490,230,4733,228,1413,3931,782,3842,2272,60,300,333,80,11496,1239,4546,1190,3397,3508,582,369,5134
2021/12/19,2141,0,536,1015,1639,290,213,22,1450,77,46,256,650,24665,1974,3565,8984,5076,6744,3558,4067,1210,60,5506,300,72078,961,8913,173,1606,173,1180,773,3633,123,151,3,520,426,60,298,62,3458,98,1435,995,330,1128,483,18,108,171,50,2428,1060,905,561,1610,1503,393,847,241
2021/12/26,178,156,37,119,884,83,0,2,1146,1,5,101,700,10716,537,244,4061,1590,3197,1285,3696,250,55,2178,169,26918,412,4326,0,781,126,931,315,1415,10,264,0,76,153,70,375,42,1208,65,457,265,187,423,158,2497,0,251,12,1393,561,0,114,447,569,1671,697,4578
2022/1/2,2047,5,4156,0,2172,470,0,165,932,0,0,196,2530,17709,0,2702,11212,7370,7953,2476,1905,681,0,1535,371,49914,0,8450,0,2088,0,1980,1301,2172,1,127,0,98,261,36,176,60,12821,80,370,187,504,1104,587,365,140,73,10,9211,1085,0,705,1360,945,1695,539,7154
2022/1/9,3870,50,6477,0,2145,742,100,39,2015,2,2,303,1560,32782,0,9385,16822,13116,13708,7724,5326,250,0,895,220,37843,385,15762,0,2576,297,5642,1534,3566,7,239,104,566,2675,189,287,60,36038,96,2743,3805,1371,2378,2207,2487,60,500,230,30960,3002,4742,2493,2053,1758,1514,849,5231
2022/1/16,2475,30,8367,1,557,860,968,676,1636,0,13,1350,3675,49514,8217,16241,17319,17297,9508,3783,7761,1126,1,12392,1238,61951,0,23843,0,1283,170,5432,1217,3841,0,59,6,65,4709,4214,178,90,56165,97,3067,4914,3689,2695,1121,1467,440,1111,140,44677,3036,4589,2194,2988,1943,809,471,2583
2022/1/23,1320,0,2112,0,2316,572,294,92,994,1012,336,12,3590,13518,1393,3275,3621,4204,6915,3427,987,60,0,6402,632,37131,20,6673,360,1820,0,1040,544,1932,0,161,0,280,1343,1775,6,20,4618,601,655,599,1045,1010,981,407,50,39,40,4148,1870,772,524,824,231,1037,996,584
2022/1/30,4764,0,1838,0,2413,100,428,81,5780,1201,341,315,2520,13703,1206,4800,6369,6110,26099,5278,4920,292,1512,13000,141,25567,110,6024,862,964,0,2305,1350,10672,2134,390,0,112,1128,731,0,60,17986,387,765,647,304,2894,1525,1436,273,434,60,44857,705,809,828,1048,3031,591,447,621
2022/2/6,4722,50,3378,0,5130,1830,823,673,10421,314,789,392,7512,22820,1485,7242,10531,10759,40154,6894,4288,1045,744,11831,672,43133,430,10293,1204,3075,30,4715,4343,24423,874,391,55,477,7397,3943,14894,185,10312,411,1801,1744,3388,9755,1838,2172,295,454,135,42275,2180,1335,2022,2481,1871,1426,419,421
2022/2/13,3009,59,3538,0,10870,2046,1915,1918,13425,105,396,828,3265,65086,1315,24165,25542,16386,58476,7446,4734,1910,198,15966,678,53121,295,41035,271,15322,216,11824,9385,29004,1453,567,152,1772,9588,6737,15377,145,45366,569,6180,4613,3817,11070,2263,933,231,526,110,109752,4479,4292,4079,4890,2506,1634,1146,2541
2022/2/20,5062,0,3901,272,7952,5775,1585,2075,18942,117,728,1319,7995,28779,2056,24991,22833,23185,66318,10145,9264,951,213,21815,261,62607,1142,24940,204,14557,438,13149,10906,39102,876,1341,137,201,7505,8357,15878,347,14767,656,5401,4672,4001,12163,2753,2421,331,826,361,21806,4465,2909,2369,8266,4016,2486,502,884
2022/2/27,5104,0,5292,207,7722,1835,2788,1871,18454,3508,1463,636,10483,38528,1746,8575,11259,23299,59256,10974,9791,1232,103,16068,1146,80243,593,25306,870,6913,136,6541,10286,36370,3380,1182,97,124,10601,7007,7894,533,12720,432,2480,3170,4020,12221,3581,3056,262,393,1073,26877,1889,3414,3529,5003,2401,3496,2475,5601
2022/3/6,1937,0,6658,74,6581,705,2481,2956,13619,282,1320,357,6937,41893,1244,14610,16062,17727,61822,5788,7935,950,0,14457,7618,66361,318,26888,1365,8830,684,8662,10101,31157,1120,837,262,890,8769,6471,4638,392,10085,9,4215,4069,5590,11658,3029,1665,275,451,3264,14832,1010,3222,3385,5882,4059,3475,884,580
2022/3/13,6797,0,9526,223,7826,4070,3855,2783,16505,3477,1077,1133,6068,47237,3176,22712,24687,33869,83882,11771,10287,1518,722,11788,1115,54762,413,51591,1665,14454,322,11529,13847,42346,1201,1401,162,318,8101,8010,30096,539,23758,921,6510,4889,6038,13160,6788,4240,356,69,270,36399,8841,3373,4167,5676,11323,4163,875,3181
2022/3/20,3606,0,2526,87,15835,7121,3207,4353,15481,1994,1026,64,10790,45821,47,14014,21155,21661,75851,7519,4252,1813,449,18502,1258,73357,491,34551,1493,13165,505,11127,16025,38937,1517,955,32,570,18309,8901,20576,413,13076,1599,5136,5772,7629,16252,2787,1293,160,15,159,18463,5529,3593,3796,8794,6402,1311,901,4925
2022/3/27,5006,0,7994,363,9182,3403,4399,5151,31426,859,1371,150,4294,61060,2106,21093,32078,57458,96904,14651,9875,969,194,19203,1376,125148,676,45092,1005,19143,506,19402,24820,74972,1674,754,115,745,28872,23380,24034,500,21886,922,4307,8156,11158,25254,7622,2886,230,2127,670,17293,4716,4762,6746,12903,6957,3192,1794,3922
2022/4/3,4057,0,3510,177,26863,5010,640,6719,10724,17,1074,105,12122,73034,1431,16438,29520,34747,105983,15614,8386,2260,0,6486,1305,69655,657,51016,1414,16504,286,18829,29366,74103,434,652,161,217,34416,24375,32380,439,26447,718,5212,32186,14947,22106,8527,3032,510,2042,349,19787,4122,1777,8120,10445,10756,1193,971,1792
2022/4/10,8205,0,13978,220,12404,7160,11734,4005,35741,39,1374,1100,12043,84220,2016,27740,37413,65675,109609,13017,18049,2452,6,4608,580,57085,2142,77413,1630,23152,972,26667,26653,87083,3171,1196,90,369,35250,35070,41348,442,26792,1450,10683,1941,13536,31202,4750,7950,880,398,5461,27800,5956,24595,11120,11557,7393,10951,965,5017
2022/4/17,8665,0,8814,396,196,8577,3526,6195,13070,4063,4323,3623,17418,97746,72,37504,33278,59976,125041,14362,10360,1266,24,21409,2927,54957,2404,85682,3361,31105,604,11764,51560,119213,2606,1002,7,704,47920,27161,82272,764,36850,1370,10546,1088,9956,24449,4657,5918,250,5,1153,24341,6224,6566,6149,19353,6644,3105,1825,3961
